screen_name,Year,Month,Date,text,likes,replies,retweets
skittishprey,2019,2,11,Iâ€™m flipping through five years of @efjournal issues & scanning articles Iâ€™ve written about the FBI doing sketchy shit to prove to the FBI that I qualify for the journalist #foia fee bracket. What a loop. pic.twitter.com/YSJY2iJlE0,8,0,0
FOIANate,2019,2,11,Good on State. Wonder what this was all about. #FOIA https://twitter.com/joewiz/status/1094986967987699712Â â€¦,2,1,0
poeboston,2019,2,11,.@morisy: Nine years into the fight for #transparency for everyone https://www.muckrock.com/news/archives/2019/feb/11/muckrock-ninth-birthday/Â â€¦ via @muckrock > #bospoli #mapoli #FOIA @CambMA #accountability #publicrecords #journalism #opengov #pressfreedom #democracy #secrecy #freedomofinformation #righttoknow #HBD,1,0,1
willparrishca,2019,2,11,"When you find out the FBI, BIA, state police, and local police are talking about your #FOIA request, and one of them is checking their files for information on you and referring to you as a ""journalist"" in air quotes. pic.twitter.com/OlSFs9fbof",47,1,20
jpeebles,2019,2,11,Former Atlanta city official charged with misdemeanor in delaying access to public information under Georgia Open Records Act #opengov #foia https://twitter.com/FitzTrubey/status/1095003511371247616Â â€¦,2,0,4
Brendan_McQuade,2019,2,11,Everyone one who uses #FOIA should read this and be concerned! https://twitter.com/willparrishca/status/1094995700645916672Â â€¦,1,0,0
SPRobertsJr,2019,2,11,"Iâ€™ve gotten to a point in my life where I label all of my excel sheets â€œ[SUBJECT] Fishing Expedition (1,2,3...)â€
 #FOIA",0,0,0
CapitolHellway,2019,2,11,Synta Keeling @MyNeckofDC is a corrupt @NLRB government bureaucrat that has broken the law and not been held accountable. #foia @POTUS @MarioDB @marcorubio @SenRickScotthttps://www.capitolhellway.com/2019/02/11/foia-synta-keeling-nlrb/Â â€¦,1,1,0
GovQA,2019,2,11,"Michigan Governor, @gretchenwhitmer takes several steps to improve the state's overall transparency and integrity around public record requests. https://bit.ly/2SiUEUzÂ #transparency #FOIA #stategovernments",0,0,0
FederalNewsNet,2019,2,11,"IG: @USPS employee records disclosed in name of #FOIA. Lisa Nieman, of the USPS IG Office of Audits, joined @tteminWFED on Federal Drive to discuss in more detail.
 
 http://bit.ly/2Gz1qhYÂ 
 @FederalNewsNetpic.twitter.com/WbJDJ25LR3",0,0,0
MuckRock,2019,2,11,"ICYMI: Last week's #FOIA round-up saw records revealing a history of abuse among #ChicagoPD bias trainers, and confirmed neglect led to #Indiana inmateâ€™s death https://buff.ly/2thSdmkÂ pic.twitter.com/l34WNDwRQE",1,0,1
MItownships,2019,2,11,"7 days, 7 book covers Day 5: Book Cover Challenge #booksIlove #MiTwps #FOIA pic.twitter.com/cPOPycHfEp",2,0,0
scottpllc,2019,2,11,"http://scottpllc.com/articles-speeches-opinions/Â â€¦ in ""letter to paul"", #IRS ethics problem explained, discovered through #FOIA, 26 usc 6110 and State public records suits. @FOIAFile @foiaproject @foiamapper",0,0,0
opengovva,2019,2,11,"#VCOG daily #access news, 2/11/19: #FOIA Go FundMe; guns at the airport; raw data; campus crime #transparency #opengov https://www.opengovva.org/transparency-news-21119Â â€¦",1,0,0
digitalfolklore,2019,2,11,"#wikileaks & #Venezuela 
 
 here's an interesting one...#FOIA https://wikileaks.org/plusd/cables/1973STATE065311_b.htmlÂ â€¦",0,0,0
thememoryhole2,2019,2,11,"This week's #FOIA documents on Government Attic:
 
 A bunch of material from the Federal Housing Finance Agency
 
 5 policy manuals from the National Park Service
 
 https://www.governmentattic.org/Â",6,0,3
MuckRock,2019,2,11,"Does your right to know which companies are receiving your tax dollars outweigh those companiesâ€™ rights to competitive secrets? Thatâ€™s the question at stake in an upcoming #SupremeCourt case set to be heard in April, with huge implications for #FOIA https://buff.ly/2RVsSbSÂ pic.twitter.com/HG7KrJtjLJ",4,1,2
gUiLoTiNeGuN,2019,2,11,"In response to a series of CIA exposÃ©s in Ramparts, the FBI suggested that the best way to discredit the leftist magazine was to plant stories painting its critical coverage of (Zionist) Israel's (brutal apartheid against Palestine) as anti-Semitism. #FOIA https://buff.ly/2tfAL1SÂ pic.twitter.com/MVl0cIIcQy",5,0,6
MuckRock,2019,2,10,#FBI circumvents #FOIA laws by claiming info about FOIA processing would result in people circumventing the law https://buff.ly/2RPbbusÂ pic.twitter.com/vac393SQtD,0,0,0
MuckRock,2019,2,10,"#CIA employees called for ""abolishing #FOIA"" as one of Agency's goals for 1984 https://buff.ly/2SoXAPFÂ pic.twitter.com/M87c3RhpU6",4,0,7
mugshotracket,2019,2,10,"The NY press has published at least 2 dozen god-awful, sniveling, rehashed editorials on this issue. Here's their latest:
 #MAGA #nylege #cjreform #FOIA @dianenynpahttps://www.newsmax.com/politics/mugshots-criminals-andrewcuomo-newyork/2019/02/10/id/902041/Â â€¦",1,0,0
thememoryhole2,2019,2,10,"UPDATE: I added a couple recently released documents to AltGov2's extensive collection of material on FBI's #FOIA program:
 
 https://altgov2.org/foialand/doj/fbi/Â â€¦
 .pic.twitter.com/PC1LL2XTtc",2,0,2
seanhowe,2019,2,10,"Trying to find the April 27, 1973, report from the General Accounting Office to the Justice Departmentâ€”reported on at the time, in the NY Times and Washington Post, but couldn't find it on GAO site. Anyone have it or do I have to #FOIA? pic.twitter.com/aMSJ71rIKT",0,1,0
DHSOIG,2019,2,10,Newly Updated! Check our latest log on the #FOIA reading room for frequently requested documents: http://go.usa.gov/3v4r5Â,2,0,5
xyz_infinity,2019,2,10,"damn skippy- release the report- they work for us, not the other way around. #FOIA",0,0,0
MuckRock,2019,2,10,Why was the #CIA's legendary master of secrets #JamesAngleton forced to resort to a #FOIA lawsuit? https://buff.ly/2RRxWOqÂ pic.twitter.com/cmBnsl6z5x,2,0,3
alemannoEU,2019,2,10,Rejoignez notre atelier gratuit Ã Paris @TheGoodLobby et apprenez Ã rÃ©diger une demande dâ€™accÃ¨s Ã lâ€™information auprÃ¨s des autoritÃ©s franÃ§aises et europÃ©ennes! #Activism #Lobbying4Change #FOIA @helen_access @ProBonoLab @AndreaBoccuni @manuelamiopic.twitter.com/B7Me9WbYFZ,8,1,5
MuckRock,2019,2,10,"MuckRock is looking for two reporters - one in #Arkansas, one in #Tennessee - to help find interesting stories hidden in public records in your state and share them with the world https://buff.ly/2URR28HÂ #journojobs #FOIA",2,0,4
slavewar,2019,2,10,"Please support @TomFitton and @JudicialWatch for their great
 #evidence gathering #FOIA work. We owe you one Tom!
 
 #MEGApath #QAnon #Arresthttps://youtu.be/6yDcP7UDsFYÂ",5,0,4
MuckRock,2019,2,10,"MuckRock is offering free ""Mini Pro"" accounts for recently laid-off reporters https://buff.ly/2RPU4ZlÂ #FOIA #journalismpic.twitter.com/reXEGksn7V",0,0,0
MuckRock,2019,2,10,MuckRock's guide to the nine federal #FOIA exemptions: https://buff.ly/2RRSoi7Â pic.twitter.com/rI50S0HhEh,2,0,2
ricksmi05343910,2019,2,10,I want the name of all of them a #FOIA suit would be nice about now an see how many rats jump ship There was a extremely large contingency of Republicans hit the rode maybe they saw writing on wall decided to get pay checks after Blake Farenthold release them now Dems never stop https://twitter.com/RealWolf72/status/1094465404771205120Â â€¦,0,0,0
TheBeardFiles,2019,2,10,"The #GeorgeWBushPresidentialLibrary has 14 #FOIA requests ahead of mine...
 
 Estimated time to completion...
 
 17 months. 
 
 Pace yourselves boys!",0,0,0
prisonsorguk,2019,2,10,"#FOIA 15 years after the Freedom of Information Act set the costs limit for public authority requests at Â£600 - it still has not been increased - in the last year over 5,000 requests were refused because they breached this 15 year old limit. https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/704094/foi-statistics-annual-2017-bulletin__1_.pdfÂ â€¦pic.twitter.com/d1YQjR49KI",1,0,2
wjlanier,2019,2,10,"In cities on the Great Lakes, water pipes are crumbling and poor people are paying the price https://www.apmreports.org/story/2019/02/07/great-lakes-water-shutoffsÂ â€¦ #foia",1,0,0
JeffKLO,2019,2,10,"Thanks for letting me know about this. @TWallack recently dug into this in Massachusetts, too. Arkansas restricted #FOIA requests to Arkansas residents, so we worked with a colleague who helped us with that request.",1,0,0
innercitypress,2019,2,10,"ABUSE OF POWER: As US Comptroller of the Current Joseph Otting Targets Community Reinvestment Act, He Denies #FOIA Fee Waiver For Inner City Press Request For His Calendar Despite OCC Having Granted All Previous Waiver Requested by ICP http://www.innercitypress.com/dcdisclosure2ottingicp020919.htmlÂ â€¦pic.twitter.com/id7A3m9c7a",1,0,2
letgoofmyfannie,2019,2,9,"@Potus: I Donâ€™t Trust People Anymore: http://youtu.be/ifDP_2e3b6Y#youÂ 
 #StrangerThings #Privacy #CIA #HumanRights #surveillance #DeepState #FollowTheWhiteRabbit #TheStorm #QAnon #POTUS #resistance #MAGA #NSA #8chan #horror #Wikileaks #XFiles #MKUltra #FOIA #OperationMockingbird",1,0,1
MuckRock,2019,2,9,#FBIâ€™s own guide to searching for records requested through #FOIA confirms why you should always appeal FBI FOIA searches https://buff.ly/2WR7R5HÂ pic.twitter.com/NlKveapSke,0,0,1
BoosterDuster,2019,2,9,don't you want #FOIA to declassify #FISA so we can ALL be certain of your BS shilling?,0,1,0
SLIMPICK3NS,2019,2,9,Thinking of filing a #FOIA request on a sitting Supreme Court member. The pubic has the right to know is #RuthBaderGinsburg is fit for duty or even alive. No sighting since Dec 18 2019. Remember when the media lost it when #FLOTUS had her surgery?pic.twitter.com/bHKkxpS3cQ,3,1,0
DHSOIG,2019,2,9,Newly Updated! Check our latest log on the #FOIA reading room for frequently requested documents: http://go.usa.gov/3v4r5Â,0,0,0
galanp02,2019,2,9,Follow my @MuckRock account for #FOIA updates and new filings: https://www.muckrock.com/accounts/profile/vale/Â â€¦,9,0,1
NWOoftheTime,2019,2,9,"BILL COOPER RADIO BROADCASTER MURDERED
 ON #MUELLER WATCH!!
 HOUR OF THE TIME
 FOIA
 @FBI SURVEILLANCE 
 @FBIRecordsVault #FOIA
 #Mueller #DeepState #FBI #WITCHHUNT #QAnon #PatriotsAwakened #WWG1WGA
 CLICK YouTube Link
 
 https://youtu.be/8aXOrTceuqYÂ pic.twitter.com/IpE6DG5c55",2,0,0
ConnectedAreWe,2019,2,9,#FOIA,0,0,0
mugshotracket,2019,2,9,"If journos need mugshots so bad, why can't they can get off their asses and go to the courthouse? 
 #ilgov #twill #opengov #cjreform #FOIA
 
 HB0044: Provides that a law enforcement agency may not electronically provide or publish booking photographs
 http://www.ilga.gov/legislation/BillStatus.asp?DocNum=44&GAID=15&DocTypeID=HB&LegId=113850&SessionID=108&GA=101Â â€¦",0,0,0
MuckRock,2019,2,9,The #College Cola Contract #FOIA Crowdsouce has found that these agreements include everything from tournament parking to vending machine placement https://buff.ly/2Gh1svnÂ pic.twitter.com/JUS98B9Qpq,0,0,1
marcbatez,2019,2,9,"#FOIA @transportgovuk How much time was spent on the #seabornefreight contract? Because time is money, taxpayer money. But I don't think Chris Grayling understands that @guardian #BuzzFeed",4,0,2
ImmDef,2019,2,9,ImmDef is proud to stand with our friends at @NILC_org and @asylumaccess in holding our government accountable for their actions and polices at our southern border. We demand transparency because human lives are at stake. #dueprocess4all #FOIA #FamiliesBelongTogether #Asylumhttps://twitter.com/NILC/status/1094013676955127808Â â€¦,9,1,2
MuckRock,2019,2,9,The #CIA's â€œPOEDGRâ€ might be the first #poem to have its rhyme scheme thrown off by a #FOIA exemption https://buff.ly/2RNidj2Â pic.twitter.com/VAqjtIdBp1,3,0,2
MuckRock,2019,2,9,The #College Cola Contract #FOIA Crowdsouce has found that these agreements include everything from tournament parking to vending machine placement https://buff.ly/2HYQAnJÂ pic.twitter.com/VeFxtDjwBX,1,0,1
MuckRock,2019,2,9,We're looking to build a comprehensive database of #FOIA request ideas - here's how you can help (and win MuckRock swag in the process) https://buff.ly/2UNHnA9Â pic.twitter.com/en6HwSf7mW,2,0,3
JenniferDale,2019,2,9,"A few years ago @wjhl11 got a letter from a city PR person accusing us of harassing them w/ #FOIA requests because we had submitted 3 requests. It was so ridiculous, I actually kept the letter on the bulletin board in my office. #OurTaxesPayYourSalary #FreeTheDocshttps://twitter.com/FOIAFeed/status/1093902711735517184Â â€¦",0,0,0
BoosterDuster,2019,2,9,"But we have yet to witness any rulings related to BS ""Russia-probe"" for any of forth-mentioned: more like petty partisan entrapment schemes
 
 When #FOIA hits #FISA what do U think happens w/ Collins & fusion DPS' def. vs US for fake dossier? House of Cardshttps://twitter.com/big_cases/status/1094023748863344641Â â€¦",0,1,0
blackvaultcom,2019,2,9,"Although that material is being requested by people like me under #FOIA, I think the question is better directed to @TTSAcademy who originally edited and released the video. As I said in my recent interview with @nickpopemod -- CONTEXT IS KEY! :)",3,0,0
mattdrange,2019,2,9,"Remember that Tesla safety figure that @elonmusk often brings up, about how Autopilot reduces crashes by 40 percent? It was based on data $TSLA shared w the gov't after a high-profile collision. A new report, based on info from a #FOIA lawsuit, casts doubt.https://www.theinformation.com/briefings/86d61aÂ â€¦",11,2,1
_rshapiro,2019,2,8,"Thanks FBI for this super useful #FOIA release (ostensibly re Big Ag-endorsed FBI ""counterterrorism"" campaigns against the #AnimalRights movement).pic.twitter.com/vorDDNcVS5",80,1,21
DebbiDelicious,2019,2,8,"#LAWSUIT FILE #ASSUALTCHARGES AGAINST OFFICER 
 #EXCESSIVEFORCE CHECK HIS PUBLIC RECORD #FOIA 
 Works for THE PUBLIC â€¦â€¦YOU HAVE A RIGHT TO SEE HIS RECORDSâ€¦
 $3Million
 #Philladelphiahttps://twitter.com/ATLBlackStar/status/1094012936320880640Â â€¦",0,0,0
NILC,2019,2,8,"This week we filed a #FOIA with @asylumaccess and @ImmDef demanding transparency from the U.S. & Mexican governments on the ""Remain in Mexico"" policy and other key changes to the asylum-seeking process recently announced by the Trump administration: https://www.nilc.org/2019/02/08/foia-request-re-trump-remain-in-mexico-policy/Â â€¦ 1/pic.twitter.com/woE3oAn3Q0",20,2,9
KevinBogardus,2019,2,8,"Remember that grid study that @ENERGY was keeping under wraps?
 
 Well, I got a copy of it under #FOIA 
 
 And in a great story, @HMNorthey @edward_klump look at what it all means
 
 https://www.eenews.net/eenewspm/2019/02/08/stories/1060120103Â â€¦",7,0,1
MuckRock,2019,2,8,How a #Virginia activist group is using #FOIA to hold the Richmond Redevelopment and Housing Authority accountable https://buff.ly/2SkSGmLÂ pic.twitter.com/QNHNcinOOl,0,0,3
JenniferDale,2019,2,8,A #FOIA request is made by a @Live5News reporter is always beautiful to me. #FreeTheDocshttps://twitter.com/bradrstreicher/status/1093910483915161600Â â€¦,4,1,0
MarkSZaidEsq,2019,2,8,"My interview today about our new #FOIA lawsuit re attacks on our diplomats in #Cuba.
 
 Hey @CGCComics, notice anything!
 
 @JMadisonProject @adamentoushttps://twitter.com/HatzelVelaWPLG/status/1093978259350609921Â â€¦",10,1,2
MuckRock,2019,2,8,"MuckRock is offering free ""Mini Pro"" accounts for recently laid-off reporters https://buff.ly/2SCykVoÂ #FOIA #journalismpic.twitter.com/lssuOXgvnZ",1,0,3
JillJ7854,2019,2,8,Ok. Whoâ€™s getting the kickbacks for this private funding. Which of you have a financial stake in this project. Do any of you have friends or relatives working the finances on this project. Give us their names and association. #FOIA,0,0,0
ImmCivilRights,2019,2,8,"TFW ICE tells the court it can only process 500 pages a month in your #FOIA suit because of â€œresource constraintsâ€
 #DefundHate
 #FOIAFridayhttps://twitter.com/IndivisibleTeam/status/1093975174574194690Â â€¦",13,0,5
Globanet,2019,2,8,"Merge1 helps meet governmental messaging regulations efficiently by using your current infrastructure. #Comply with the major public sector regulatory bodies: #FOIA, Florida Sunshine Law, Government in the Sunshine Act, #FISMA. http://ow.ly/SK8S30mWKeNÂ pic.twitter.com/MKJo5GbdWO",0,0,0
jcksndnl,2019,2,8,Know what makes Friday better? Getting a response to your records request: 150 pages and the agency decided to send them all over for free. #FOIA,10,0,0
gregfullmoon,2019,2,8,"You didn't already know?
 
 Who are you?
 
 Who do you work for?
 
 Look at ""Catherine Austin Fitts missing US$21trillion"" 18trillion into #Pentagon #BlackHole 
 
 Ask; what are they making with that?
 
 Recall #ManhattanProject? This one is #100XBigger
 
 Think #SecretSpaceProject
 #FOIA :)",1,0,0
NatlSecCnslrs,2019,2,8,"This is especially interesting in light of some of the claims I'm seeing in @SpyTalker's #FOIA case over senior officials' clearances. @maggieNYT wrote in Mar. 2017 that Ivanka had said she was in the process of receiving a clearance, & @kyledcheney wrote in July that ...https://twitter.com/maggieNYT/status/1093944894874443779Â â€¦",18,1,10
MuckRock,2019,2,8,This weekâ€™s #FOIAFriday round-up: Records reveal a history of abuse among #ChicagoPD bias trainers and confirm neglect led to #Indiana inmateâ€™s death https://buff.ly/2WNNs1fÂ by @liamhknox #FOIA pic.twitter.com/aY9zlRq6Qe,1,0,0
mickeyd1971,2019,2,8,"In an open letter to new Illinois Attorney General @KwameRaoul, @brushtoniltimes explains how he ended up filing a lawsuit for PUBLIC records after the state's #FOIA system failed him. ""What choice did we have?"" http://https//illinoistimes.com/article-permalink-20909.html",2,1,0
SagebrushTimes,2019,2,8,The latest Sagebrush Times! http://sagebrushtimes.com/?edition_id=1b3b2be0-2bd2-11e9-b211-0cc47a0d164bÂ â€¦ Thanks to @MinerGate @testedcom @PoliticalShort #utpol #foia,0,0,0
JamieMCorey,2019,2,8,"The @EPA actually fulfilled one of my #FOIA requests, revealing EPA's air & radiation chief (a former industry lawyer) held numerous meetings with the fossil fuel industry & spoke at their events. #FOIAFriday https://documented.net/2019/02/05/foia-documents-show-epa-air-and-radiation-head-continues-meeting-with-industry-he-once-represented/Â â€¦",1,0,0
FriasJ88,2019,2,8,"Not two separate mugs, but one. Heat reactive mug un-redacts. Every reporter/#FOIA nerd should have one of these @OutofPrintTeespic.twitter.com/vA29JudGa9",1,0,0
MuckRock,2019,2,8,MuckRock's @mackenziefarkus talks to @nitanahkohe about her work on the Missing and Murdered Indigenous Women #Database for the Sovereign Bodies Institute https://buff.ly/2SEwHpWÂ #FOIA pic.twitter.com/qE0hn0mYWI,1,0,2
nowyre,2019,2,8,"#FOIA RT @AREvers: @waltshaub Weâ€™re already teed up to go after it and paying very close attention to what Whitaker says, including any ways he is undermining privileges:https://www.americanoversight.org/document/foia-to-doj-seeking-whitakers-communications-regarding-recusal-from-the-mueller-investigationÂ â€¦",0,0,0
LizzyWinfield,2019,2,8,Love the #FOIA battles gifs. Itâ€™s always my fav lesson to teach in H.S. Journ classes... kids get real life experience and are always aghast at the way agencies ignore them. That really sparks their passion about civics. https://twitter.com/mizamudio/status/1093887941267677185Â â€¦,0,0,0
MuckRock,2019,2,8,#Michigan Governor issues new directive on transparency and #FOIA requests https://buff.ly/2ShGZx1Â pic.twitter.com/UQsqcXamAu,3,0,2
DHSOIG,2019,2,8,Newly Updated! Check our latest log on the #FOIA reading room for frequently requested documents: http://go.usa.gov/3v4r5Â,0,0,0
MuckRock,2019,2,8,#Washington state to see second bill asking extending public records act to legislators https://buff.ly/2N0acH6Â by @jessiereport #FOIA #FOIAFridaypic.twitter.com/8FogPFlDIX,1,0,0
MuckRock,2019,2,8,"This week, any purchase from the MuckRock Swag Store comes with a complimentary #FOIA #Valentine https://buff.ly/2MUEMBDÂ pic.twitter.com/pFUD4gaOMW",1,0,0
DudeBroman6,2019,2,8,"@Potus: I Donâ€™t Trust People Anymore: http://youtu.be/ifDP_2e3b6Y#youÂ 
 #StrangerThings #Privacy #CIA #HumanRights #surveillance #DeepState #FollowTheWhiteRabbit #TheStorm #QAnon #POTUS #resistance #MAGA #NSA #8chan #horror #Wikileaks #XFiles #MKUltra #FOIA #OperationMockingbird #FakeNews",0,0,0
headlineclub,2019,2,8,"Psst. Heading to #FOIAFest on 2/23? Donâ€™t delay! 30+ journos & public records experts on everything from covering biz, immigration, politics to writing the big story & the state of #FOIA in IL. TICKETS >> https://tinyurl.com/y8jxgzcoÂ",2,0,2
PaulyBowz,2019,2,8,"#Democrats...
 
 #FISA de-classifications & #FOIA 'enlightenment' will signal THE END of, The @DNC.
 
 (and you know it. That's why you're in a rush to destroy @POTUS, his Administration, as well as everything & anyone remotely 'connectable' to @realDonaldTrump.)",0,0,0
mariovrossi,2019,2,8,"*cracks knuckles*
 Let's get started on this #FOIA request...",3,0,0
MicheleEarlHub1,2019,2,8,Transparency Through Technology 2019 - Washington Coalition for Open GovernmentWashington Coalition for Open Government http://washingtoncog.org/events/upcoming-events/transparency-through-technology-2019/Â â€¦ #TTT #TransparencyThroughTechnology #WashingtonState #waleg #FOIA #OpenRecords #OpenGov #PDC via @WashingtonCOG,1,0,0
MuckRock,2019,2,8,"Thread on the restrictions Alabama Department of Corrections places on #FOIA requesters, including requiring pre-payment and demanding a ""proposed use"" of records. https://twitter.com/ShawnMusgrave/status/1093576734094413824Â â€¦",4,0,9
Paradigma_Live,2019,2,8,Paradigma organizzerÃ a #Roma il 22 marzo 2019 e a #Milano il 29 marzo 2019 una giornata di studio sulla #trasparenza e #FOIA alla luce delle nuove regole privacy (GDPR). https://lnkd.in/dtmdYM9Â pic.twitter.com/dY2lkqFwwb,0,0,0
MuckRock,2019,2,8,"This week, any purchase from the MuckRock Swag Store comes with a complimentary #FOIA #Valentine https://buff.ly/2RJhSOtÂ pic.twitter.com/3e6Fbk43Br",1,0,0
PatrionC,2019,2,8,Me #FOIA returns on Milwaukee #Mafia types,0,0,0
crumpyss,2019,2,8,Yesterday I refiled a FOIA with the New Jersey State Police to get the number of magazines turned in. The first one went unanswered.......@AmmoLand #FOIA #NJ #NewJersey #magazineban,11,0,3
Commoncorediva,2019,2,8,"DYK: 2 carbon copy bills in the 116th Congress?
 HR 150 and HR 50 set up MORE data mining as tied 2 $$. N edu, already big deal, but these bills make it worse. Ties 2 #ESSA #FEPA
 #FOIA
 Link:
 https://commoncorediva.wordpress.com/2019/02/08/confused-yet/Â â€¦",0,0,0
Commoncorediva,2019,2,8,"@JoanLandes @cityonahilltv @WOWUSTX @missingvoice 
 More 4 data victim campaign:
 DYK: 2 carbon copy bills in the 116th Congress?
 HR 150 and HR 50 set up MORE data mining as tied 2 $.Ties 2 #ESSA #FEPA
 #FOIA
 Link:
 https://commoncorediva.wordpress.com/2019/02/08/confused-yet/Â â€¦",1,0,2
Commoncorediva,2019,2,8,"DYK: 2 carbon copy bills in the 116th Congress?
 HR 150 and HR 50 set up MORE data mining as tied 2 $$. N edu, already big deal, but these bills make it worse. Ties 2 #ESSA #FEPA
 #FOIA
 Link:
 https://commoncorediva.wordpress.com/2019/02/08/confused-yet/Â â€¦",3,1,4
ESSAharms1,2019,2,8,"DYK: 2 carbon copy bills in the 116th Congress?
 HR 150 and HR 50 set up MORE data mining as tied 2 $$. N edu, already big deal, but these bills make it worse. Ties 2 #ESSA #FEPA
 #FOIA
 Link:
 https://commoncorediva.wordpress.com/2019/02/08/confused-yet/Â â€¦",0,0,0
blackvaultcom,2019,2,8,"I just got the @NSAGov to #declassify more of the ""Presidential Transition 2001: NSA Briefs a New Administration"" doc after an MDR request.
 
 1 fact revealed that the Echelon spy program was a big problem for the incoming President. 
 
 http://www.theblackvault.com/documentarchive/presidential-transition-2001-nsa-briefs-a-new-administration-2004-document/Â â€¦
 #blackvault #FOIA pic.twitter.com/gYd5ALAYV6",14,0,7
MuckRock,2019,2,8,How a #Virginia activist group is using #FOIA to hold the Richmond Redevelopment and Housing Authority accountable https://buff.ly/2RMMnmxÂ pic.twitter.com/sF4VO9zAzY,1,0,0
sang_alertboot,2019,2,8,Public information requests verify previously unconfirmed #police department contracts w/ predictive policing company #PredPol https://motherboard.vice.com/en_us/article/d3m7jq/dozens-of-cities-have-secretly-experimented-with-predictive-policing-softwareÂ â€¦ #FOIA #AI #artificialIntelligence #machineLearning #bigData #software #algorithm,0,0,0
asgi_it,2019,2,8,"Immigrazione, armi e accordi internazionali : ecco il testo dellâ€™intesa tra Italia e Niger, ottenuto grazie all'azione civica #FOIA https://www.asgi.it/primo-piano/niger-italia-armi-immigrazione/Â â€¦pic.twitter.com/wbwJCg9ux0",8,1,11
FarukiMediaLaw,2019,2,8,"Have you read the latest blogs from our attorneys? Check out whatâ€™s new in #patent law #litigation Ohioâ€™s Rules of Civil Procedure, #antitrust #FOIA http://www.ficlaw.com/blogÂ  #FarukiLeads #ad @c_hollon @Cox10Jeff @EERhinehartpic.twitter.com/qrH9NnnNwS",5,0,3
Th_Unidentified,2019,2,8,"â€œUnfortunately for the anti-AATIP, pro-FOIA dependant brigade the year progressed rather nicely for us supporting TTSA. Investigative journalist George Knapp was in a position to release document after documentâ€
 
 - â€˜Aâ€™
 
 #FOIA #Disclosure #AATIP #AAWSAP #UFO #TTSApic.twitter.com/Fb4E45APU8",22,0,6
MarkSZaidEsq,2019,2,8,We have filed 1st lawsuit involving US #diplomats injured in #Cuba. @MarkSZaidPC reps 8 victims from @StateDept. Tonight we filed #FOIA lawsuit for @JMadisonProject & @adamentous of @NewYorker for docs pertaining to ARB Report (internal investigation).https://docdro.id/Rc3nl98Â,99,8,52
_rshapiro,2019,2,8,Hella FBI #FOIA mail day pic.twitter.com/ILcbEWhB6P,5,0,0
mizamudio,2019,2,8,Iâ€™ll be sharing some of my favorite #FOIA fails of this project https://twitter.com/craftworksxyz/status/1093678865183006720Â â€¦,9,0,0
AaronSwartzDay,2019,2,8,Hard work and determination will give you a week of published articles based on your results - like @PropOTP is having #FOIA #FOREVER https://twitter.com/sparrowmedia/status/1092655423637868545Â â€¦,11,1,5
selc_org,2019,2,8,"The Department of Interior's latest proposal for handling open records requests is illegal and would provide ""the agency with unlimited discretion to deny FOIA requests."" http://ow.ly/IDZA50koTeyÂ via @gregorywallace @EllieCKaufman #FOIA",4,0,1
MuckRock,2019,2,7,"MuckRock is offering free ""Mini Pro"" accounts for recently laid-off reporters https://buff.ly/2tc0Oa6Â #FOIA #journalismpic.twitter.com/wIQE97y2KD",0,0,0
mizamudio,2019,2,7,"My investigation for APM reports.
 
 Here is the national story for @NPR
 by @llmiller12
 https://n.pr/2GgvpvUÂ 
 
 Tomorrow I'll tell you about my #FOIA battles in some of these cities. https://twitter.com/apmreports/status/1093622911246782465Â â€¦",46,2,23
sandramoscoso,2019,2,7,"Busy #OGAG agenda today! New procurement transparency portal coming soon (to comply w 2â€“361.04 https://code.dccouncil.us/dc/council/code/sections/2-361.04.htmlÂ â€¦), #FOIA xpress update https://foia-dc.gov/Â , new Mayor's website https://mayor.dc.gov/Â (scroll down for #data!). Minutes -->https://ogag.dc.gov/publicationsÂ",1,0,1
DraftRider100,2019,2,7,"GITMO NEED EXTRA ROOMS AS TOP #OBAMA OFFICIALS TO COME UNDER FIRE OVER #BENGHAZI ATTACK AS EVIDENCE THAT WERE CONCEALED ARE OUT #SusanRice #BenRhodes #FBIPriestap, & OTHERS,SEE - The Wiki Daily
 #FOIA #ClintonFoundation #HillaryClinton #JudicialWatch http://thewikidaily.com/gitmo-need-extra-rooms-as-top-obama-officials-to-come-under-fire-over-benghazi-attack-as-evidence-that-were-concealed-are-outsusan-rice-ben-rhodes-otherssee/Â â€¦",0,0,0
MtnWestNews,2019,2,7,"Rockies Today: Critics pan @Interior's plot to restrict #FOIA, NPS backtracks on using rec fees during shutdown, #Montana ranchers push to revive country-of-origin labeling, lost caribou herd â€˜a milestone in the Anthropocene,â€™ and much more https://mountainwestnews.org/starving-the-watchdog-3f53cf97bf58Â â€¦ #publiclands",0,0,0
ChinookNatalie,2019,2,7,"There should be a special #FOIA cocktail that you get to drink, at work, for free, whenever you finish an #openrecords appeal. What should it be called? #partylikeajournalist",4,1,1
